info: [F: 7983] timeMs,evt,a,b,c,d,s
71010,1,0,19.8,23.2858702777612,1.5,OL:0>0
71010,5,0.54282594444775,1.5,-0.54282594444775,1.5,
72358,1,0,22.3,22.9540402747741,1.60856518888955,OL:0>0
72358,5,0.609191945045173,1.5,-0.500626756155623,1.60856518888955,
73706,1,0,22.3,22.7445062910303,1.70869054012067,OL:0>0
73706,5,0.65109874179393,1.5,-0.442408201673256,1.70869054012067,
74945,1,0,24.3,23.2229886451298,1.79717218045533,OL:0>0
74945,5,0.555402270974037,1.5,-0.258230090518711,1.79717218045533,
76313,1,0,22,22.8467057926067,1.84881819855907,OL:0>0
76313,5,0.630658841478657,1.5,-0.281840642919589,1.84881819855907,
77855,1,0,19.5,21.7893244138042,1.90518632714299,OL:0>0
77855,5,0.84213511723916,1.5,-0.436948790096174,1.90518632714299,
79366,1,0,19.9,21.1878418483588,1.99257608516222,OL:0>0
79366,5,0.962431630328238,1.5,-0.469855545166018,1.99257608516222,
80687,1,0,22.8,21.6885182822298,2.08654719419542,OL:0>0
80687,5,0.86229634355405,1.5,-0.275749149358626,2.08654719419542,
82088,1,0,21.5,21.6299532016938,2.14169702406715,OL:0>0
82088,5,0.874009359661232,1.5,-0.232312335594083,2.14169702406715,
83816,1,0,17.4,20.2514104446016,2.18815949118597,OL:0>0
83816,5,1.14971791107968,1.5,-0.461558419893711,2.18815949118597,
85531,1,0,17.5,19.3374582652916,2.28047117516471,OL:0>0
85531,5,1.33250834694169,1.5,-0.552037171776979,2.28047117516471,
87087,1,0,19.3,19.3251773575936,2.3908786095201,OL:0>0
87087,5,1.33496452848129,1.5,-0.444085918961185,2.3908786095201,
88622,1,0,19.6,19.4144789715621,2.47969579331234,OL:0>0
88622,5,1.31710420568759,1.5,-0.337408412375249,2.47969579331234,
90092,1,0,20.5,19.762524946341,2.54717747578739,OL:0>0
90092,5,1.24749501073179,1.5,-0.200317534944401,2.54717747578739,
91728,1,0,18.4,19.3180038565545,2.58724098277627,OL:0>0
91728,5,1.3363992286891,1.5,-0.249158245912828,2.58724098277627,
93146,1,0,21.2,19.9180282283866,2.63707263195884,OL:0>0
93146,5,1.21639435432267,1.5,-0.0793217223638367,2.63707263195884,
94587,1,0,20.9,20.228760627552,2.6529369764316,OL:0>0
94587,5,1.15424787448959,1.5,-0.00131089805799092,2.6529369764316,
96144,1,0,19.3,19.9308927094102,2.6531991560432,OL:0>0
96144,5,1.21382145811796,1.5,-0.0606223020747543,2.6531991560432,
97768,1,0,18.5,19.4647884610046,2.66532361645815,OL:0>0
97768,5,1.30704230779908,1.5,-0.14171869134093,2.66532361645815,
99358,1,0,18.9,19.2803945898925,2.69366735472634,OL:0>0
99358,5,1.3439210820215,1.5,-0.150253727295164,2.69366735472634,
100879,1,0,19.8,19.4485788182198,2.72371810018537,OL:0>0
100879,5,1.31028423635604,1.5,-0.0865661361706671,2.72371810018537,
102482,1,0,18.8,19.2370545470743,2.74103132741951,OL:0>0
102482,5,1.35258909058515,1.5,-0.111557763165645,2.74103132741951,
104249,1,0,17,18.4885562986976,2.76334288005263,OL:0>0
104249,5,1.50228874026049,1.5,-0.238945860207854,2.76334288005263,
105844,1,0,18.9,18.6246193773551,2.8111320520942,OL:0>0
105844,5,1.47507612452898,1.5,-0.163944072434774,2.8111320520942,
107491,1,0,18.3,18.5170791035135,2.84392086658116,OL:0>0
107491,5,1.49658417929729,1.5,-0.152663312716133,2.84392086658116,
109285,1,0,16.8,17.9366257713127,2.87445352912439,OL:0>0
109285,5,1.61267484573746,1.5,-0.238221316613071,2.87445352912439,
110764,1,0,20.3,18.7095164038382,2.922097792447,OL:0>0
110764,5,1.45809671923237,1.5,-0.0359989267853661,2.922097792447,
112393,1,0,18.5,18.6406217879417,2.92929757780407,OL:0>0
112393,5,1.47187564241167,1.5,-0.042578064607593,2.92929757780407,
114089,1,0,17.7,18.3277395506708,2.93781319072559,OL:0>0
114089,5,1.53445208986584,1.5,-0.0966388991402433,2.93781319072559,
115631,1,0,19.5,18.711572434589,2.95714097055364,OL:0>0
115631,5,1.4576855130822,1.5,-0.000544542528560549,2.95714097055364,
118577,1,1,21,19.5815499649964,2.14184500350036,OL:0>1
118577,5,1.28369000700072,1.5,-0.641845003500362,2.14184500350036,
121505,1,1,20.5,19.9510042689766,2.23326857380241,OL:0>1
121505,5,1.20979914620468,1.5,-0.476530572402269,2.23326857380241,
124280,1,1,21.7,20.6587814174585,2.25779697343467,OL:0>1
124280,5,1.06824371650829,1.5,-0.31044674307362,2.25779697343467,
127190,1,1,20.7,20.6756919512518,2.31819526867007,OL:0>1
127190,5,1.06486160974964,1.5,-0.246666341079569,2.31819526867007,
130389,1,1,18.8,19.8841117240012,2.44668655961105,OL:0>1
130389,5,1.22317765519977,1.5,-0.276491095588721,2.44668655961105,
133524,1,1,19.2,19.5941824783327,2.53097770329564,OL:0>1
133524,5,1.28116350433346,1.5,-0.250185801037823,2.53097770329564,
136839,1,1,18.1,18.9512386044643,2.64530925089004,OL:0>1
136839,5,1.40975227910714,1.5,-0.264443028217097,2.64530925089004,
139721,1,1,20.9,19.7660089869681,2.61672081828308,OL:0>1
139721,5,1.24679820260637,1.5,-0.130077384323294,2.61672081828308,
142707,1,1,20.1,19.9054455131278,2.62879264253177,OL:0>1
142707,5,1.21891089737445,1.5,-0.0901182548426718,2.62879264253177,
145648,1,1,20.5,20.1526294707843,2.62209789773466,OL:0>1
145648,5,1.16947410584314,1.5,-0.0473762081084871,2.62209789773466,
148781,1,1,19.2,19.7509565306007,2.67174043337471,OL:0>1
148781,5,1.24980869387985,1.5,-0.0780682605051431,2.67174043337471,
152113,1,1,18.1,19.0407982255377,2.75836991598205,OL:0>1
152113,5,1.39184035489247,1.5,-0.133470438910423,2.75836991598205,
155298,1,1,18.9,18.9805182609851,2.79109200021939,OL:0>1
155298,5,1.40389634780299,1.5,-0.112804347583597,2.79109200021939,
158313,1,1,20,19.4105781847971,2.77064687735491,OL:0>1
158313,5,1.31788436304059,1.5,-0.0472374856856773,2.77064687735491,
160915,1,1,23.1,20.9065812605704,2.63049406691471,OL:0>1
160915,5,1.01868374788592,1.5,0.111810319028793,2.63049406691471,
163977,1,2,29.9,24.6329424394584,1.68227434140555,OL:1>2
163977,5,0.27341151210832,1.5,-0.0911371707027733,1.68227434140555,
167237,1,2,27.7,25.9376707641698,1.52653799891792,OL:1>2
167237,5,0.0124658471660474,1.5,0.0140721517518722,1.52653799891792,
170288,1,2,29.5,27.4414459013843,-1.67677978306106,OL:1>2
170288,5,-0.288289180276864,-1.5,0.111509397215802,-1.67677978306106,
173276,1,2,30.2,28.5970585640984,-1.8531633508661,OL:1>2
173276,5,-0.519411712819684,-1.5,0.166248361953581,-1.8531633508661,
176397,1,2,28.9,28.7249924969432,-1.90347088096945,OL:1>2
176397,5,-0.544998499388632,-1.5,0.141527618419181,-1.90347088096945,
179384,1,2,30.2,29.3429386919485,-2.01416923065399,OL:1>2
179384,5,-0.668587738389692,-1.5,0.154418507735698,-2.01416923065399,
182384,1,2,30,29.6177530279181,-2.08169484366375,OL:1>2
182384,5,-0.723550605583618,-1.5,0.141855761919867,-2.08169484366375,
185373,1,2,30.2,29.8609220073245,-2.14248852663525,OL:1>2
185373,5,-0.772184401464903,-1.5,0.129695874829655,-2.14248852663525,
188383,1,2,30,29.919076663838,-2.17618165580298,OL:1>2
188383,5,-0.783815332767603,-1.5,0.107633676964624,-2.17618165580298,
191376,1,2,30.1,29.9946554794842,-2.2077855666154,OL:1>2
191376,5,-0.798931095896846,-1.5,0.0911455292814471,-2.2077855666154,
195497,1,3,29.4,29.7255639938214,-2.0588345990732,OL:2>3
195497,5,-0.745112798764273,-1.5,0.186278199691068,-2.0588345990732,
199687,1,3,28.7,29.2479855132913,-2.02445346693191,OL:2>3
199687,5,-0.649597102658267,-1.5,0.125143635726353,-2.02445346693191,
203780,1,3,29.4,29.3189244825578,-2.06012303946716,OL:2>3
203780,5,-0.663784896511567,-1.5,0.103661857044408,-2.06012303946716,
207895,1,3,29.2,29.2633197005769,-2.0725146935789,OL:2>3
207895,5,-0.652663940115382,-1.5,0.0801492465364798,-2.0725146935789,
211888,1,3,30.1,29.651825739414,-2.14682044871176,OL:2>3
211888,5,-0.730365147882799,-1.5,0.0835446991710382,-2.14682044871176,
215988,1,3,29.3,29.487706238583,-2.13891146342133,OL:2>3
215988,5,-0.697541247716608,-1.5,0.0586297842952827,-2.13891146342133,
220181,1,3,28.7,29.1177085558894,-2.09513776787634,OL:2>3
220181,5,-0.62354171117788,-1.5,0.028403943301544,-2.09513776787634,
225275,1,2,29.5,29.2846506611153,-1.93795342148204,OL:3>2
225275,5,-0.656930132223061,-1.5,0.21897671074102,-1.93795342148204,
228376,1,2,29.1,29.2057086812134,-1.97122316630999,OL:3>2
228376,5,-0.64114173624268,-1.5,0.169918569932689,-1.97122316630999,
231777,1,2,26.5,28.0307066053029,-1.84853993684179,OL:3>2
231777,5,-0.406141321060579,-1.5,0.0576013842187843,-1.84853993684179,
234723,1,2,30.6,29.1138866957188,-2.00448422574101,OL:3>2
234723,5,-0.622777339143767,-1.5,0.118293113402757,-2.00448422574101,
237683,1,2,30.5,29.6929878987272,-2.10535634215602,OL:3>2
237683,5,-0.738597579745448,-1.5,0.133241237589432,-2.10535634215602,
240993,1,2,27.2,28.625551987711,-1.9896798015384,OL:3>2
240993,5,-0.5251103975422,-1.5,0.0354305960037967,-1.9896798015384,
244070,1,2,29.3,28.9114651775709,-2.03488767938715,OL:3>2
244070,5,-0.582293035514185,-1.5,0.0474053561270324,-2.03488767938715,
247303,1,2,27.9,28.4788991411807,-1.98669327909386,OL:3>2
247303,5,-0.495779828236132,-1.5,0.00908654914227482,-1.98669327909386,
250374,1,2,29.4,28.8690335442779,-2.04052850933527,OL:3>2
250374,5,-0.573806708855575,-1.5,0.033278199520301,-2.04052850933527,
253499,1,2,28.8,28.8397646681469,-2.04328163242188,OL:3>2
253499,5,-0.56795293362939,-1.5,0.0246713012075123,-2.04328163242188,
256372,1,1,21.2,25.675339446402,1.5324660553598,OL:2>1
256372,5,0.0649321107195959,1.5,-0.032466055359798,1.5324660553598,
259239,1,1,21,23.7487371173719,1.73161949933477,OL:2>1
259239,5,0.450252576525622,1.5,-0.218633077190852,1.73161949933477,
262129,1,1,20.8,22.5334525123594,1.89687457527419,OL:2>1
262129,5,0.693309497528117,1.5,-0.296434922253928,1.89687457527419,
266055,1,1,15.3,19.3080362072483,2.27870319023608,OL:2>1
266055,5,1.33839275855033,1.5,-0.55968956831425,2.27870319023608,
269201,1,1,19.1,19.2181686357852,2.39962786104525,OL:2>1
269201,5,1.35636627284296,1.5,-0.456738411797717,2.39962786104525,
272343,1,1,19.1,19.1676726375834,2.49602514322497,OL:2>1
272343,5,1.36646547248331,1.5,-0.370440329258348,2.49602514322497,
275521,1,1,18.9,19.053383382318,2.58154213460318,OL:2>1
275521,5,1.3893233235364,1.5,-0.307781188933222,2.58154213460318,
278908,1,1,17.8,18.5098611557288,2.69745059504874,OL:2>1
278908,5,1.49802776885423,1.5,-0.300577173805494,2.69745059504874,
281957,1,1,19.7,19.0154393442413,2.7070082109586,OL:2>1
281957,5,1.39691213115175,1.5,-0.189903920193152,2.7070082109586,
285662,1,1,16.2,17.7682224960203,2.86971067981932,OL:2>1
285662,5,1.64635550079593,1.5,-0.276644820976613,2.86971067981932,
289184,1,1,17.1,17.4722290039724,2.95463899321944,OL:2>1
289184,5,1.70555419920552,1.5,-0.250915205986086,2.95463899321944,
292412,1,1,18.6,17.961310009748,2.95591393383909,OL:2>1
292412,5,1.60773799805041,1.5,-0.151824064211311,2.95591393383909,
295584,1,1,19,18.4067579564647,2.94173395200969,OL:2>1
295584,5,1.51864840870706,1.5,-0.0769144566973777,2.94173395200969,
298905,1,1,18.1,18.2741997178036,2.97037266721527,OL:2>1
298905,5,1.54516005643928,1.5,-0.074787389224013,2.97037266721527,
302185,1,1,18.3,18.2853418022173,2.9842159366187,OL:2>1
302185,5,1.54293163955653,1.5,-0.0587157029378348,2.9842159366187,
303669,1,0,20.8,19.204768091234,1.5,OL:1>0
303669,5,1.35904638175321,1.5,-1.35904638175321,1.5,
305486,1,0,16.6,18.2833988693138,1.77180927635064,OL:1>0
305486,5,1.54332022613724,1.5,-1.27151094978659,1.77180927635064,
307119,1,0,18.4,18.3231382471256,2.02611146630796,OL:1>0
307119,5,1.53537235057489,1.5,-1.00926088426693,2.02611146630796,
308592,1,0,20.4,19.0043671421435,2.22796364316135,OL:1>0
308592,5,1.3991265715713,1.5,-0.671162928409956,2.22796364316135,
310235,1,0,18.3,18.7719982555856,2.36219622884334,OL:1>0
310235,5,1.44560034888287,1.5,-0.583404120039534,2.36219622884334,
311911,1,0,17.9,18.482303687119,2.47887705285124,OL:1>0
311911,5,1.5035392625762,1.5,-0.524662209724955,2.47887705285124,
313527,1,0,18.6,18.5212111396242,2.58380949479623,OL:1>0
313527,5,1.49575777207516,1.5,-0.411948277278926,2.58380949479623,
315194,1,0,18,18.3481064986333,2.66619915025202,OL:1>0
315194,5,1.53037870027333,1.5,-0.364179550021313,2.66619915025202,
316843,1,0,18.2,18.2989342154053,2.73903506025628,OL:1>0
316843,5,1.54021315691894,1.5,-0.301178096662656,2.73903506025628,
318329,1,0,20.2,18.9160220453921,2.79927067958881,OL:1>0
318329,5,1.41679559092159,1.5,-0.117524911332774,2.79927067958881,
320144,1,0,16.6,18.1377601272551,2.82277566185537,OL:1>0
320144,5,1.57244797454898,1.5,-0.249672312693612,2.82277566185537,
322024,1,0,16,17.4026985414335,2.87271012439409,OL:1>0
322024,5,1.71946029171331,1.5,-0.346750167319217,2.87271012439409,
323678,1,0,18.2,17.6717222155389,2.94206015785793,OL:1>0
323678,5,1.66565555689223,1.5,-0.223595399034291,2.94206015785793,
325555,1,0,16,17.0961266446149,2.98677923766479,OL:1>0
325555,5,1.78077467107702,1.5,-0.293995433412223,2.98677923766479,
327190,1,0,18.4,17.5352552222321,3.04557832434724,OL:1>0
327190,5,1.69294895555359,1.5,-0.14737063120635,3.04557832434724,
328713,1,0,19.7,18.2462611096362,3.07505245058851,OL:1>0
328713,5,1.55074777807276,1.5,0.0243046725157454,3.07505245058851,
330571,1,0,16.2,17.5513382469942,3.07019151608536,OL:1>0
330571,5,1.68973235060116,1.5,-0.119540834515806,3.07019151608536,
332215,1,0,18.3,17.8022216154398,3.09409968298852,OL:1>0
332215,5,1.63955567691204,1.5,-0.045455993923523,3.09409968298852,
333940,1,0,17.4,17.6667943664302,3.10319088177322,OL:1>0
333940,5,1.66664112671397,1.5,-0.0634502449407424,3.10319088177322,
335562,1,0,18.5,17.9441212247526,3.11588093076137,OL:1>0
335562,5,1.61117575504947,1.5,0.00470517571190102,3.11588093076137,
337327,1,0,17,17.6255179093734,3.11493989561899,OL:1>0
337327,5,1.67489641812532,1.5,-0.0599565225063227,3.11493989561899,
339130,1,0,16.7,17.309791931262,3.12693120012026,OL:1>0
339130,5,1.7380416137476,1.5,-0.111110413627344,3.12693120012026,
340761,1,0,18.4,17.6752405587207,3.14915328284573,OL:1>0
340761,5,1.66495188825586,1.5,-0.0157986054101303,3.14915328284573,
342365,1,0,18.8,18.0479593914409,3.15231300392775,OL:1>0
342365,5,1.59040812171183,1.5,0.0619048822159257,3.15231300392775,
344204,1,0,16.4,17.4875634943469,3.13993202748457,OL:1>0
344204,5,1.70248730113061,1.5,-0.0625552736460461,3.13993202748457,
346146,1,0,15.5,16.795458856824,3.15244308221378,OL:1>0
346146,5,1.8409082286352,1.5,-0.188465146421427,3.15244308221378,
347629,1,0,20.3,17.9582025583892,3.19013611149806,OL:1>0
347629,5,1.60835948832215,1.5,0.0817766231759075,3.19013611149806,
349189,1,0,19.3,18.3981222831196,3.17378078686288,OL:1>0
349189,5,1.52037554337607,1.5,0.153405243486806,3.17378078686288,
350515,1,0,22.7,19.7544334844636,3.14309973816552,OL:1>0
350515,5,1.24911330310729,1.5,0.393986435058229,3.14309973816552,
351832,1,0,22.8,20.6952307003344,3.06430245115387,OL:1>0
351832,5,1.06095385993312,1.5,0.503348591220754,3.06430245115387,
